_id,list_price,sizesList,on_sale,colors,desc,name
BE869,79.5,"[""X-SMALL"",""XX-LARGE"",""MEDIUM"",""SMALL"",""LARGE"",""X-LARGE""]",false,"[""Navy sun loire stripe"",""Navy white""]","The classic polo shirt you know and love is back. Named after the horseback sport, the polo shirt as we know it was introduced in the 1930s for wear on the tennis court. Knit in a traditional piqué cotton for subtle texture and ease of movement, this is an easy, comfortable choice whether you're hitting the links or heading to brunch. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Piqué polo shirt in stripe
BJ339,89.5,"[""MEDIUM""]",false,"[""Mix jacques stripe gree""]","In the 1980s, our designers perfected the rugby shirt, a style invented with its namesake sport in the 19th century. This crewneck version uses the same heavy, durable 11-ounce cotton as our original and is cut in a relaxed fit. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Rugby crewneck shirt in stripe
BN428,98,"[""XX-LARGE"",""SMALL"",""MEDIUM"",""LARGE"",""X-LARGE""]",false,"[""Pine reef ultra color b""]","The rugby shirt, invented with its namesake sport in the 19th century and perfected by our own designers in the 1980s, is made with 11-ounce cotton jersey and the traditional rubber buttons like the ones you wore years ago. You'll also find a canvas collar, twill taping at the placket, reinforced elbow patches for durability and a relaxed fit that's easy to wear.",Rugby shirt in colorblock
BN434,79.5,"[""XX-LARGE"",""LARGE"",""X-SMALL"",""MEDIUM"",""X-LARGE"",""SMALL""]",false,"[""Mutli stripe""]","Invented with its namesake sport in the 19th century and perfected by our designers in the 1980s, we reworked our signature rugby with short sleeves. This durable shirt is made with a twill placket and traditional rubber buttons, just like the ones you wore years ago.",Short-sleeve rugby shirt in colorblock
BQ075,79.5,"[""X-LARGE"",""X-SMALL"",""SMALL"",""XX-LARGE"",""LARGE"",""MEDIUM""]",false,"[""Ivory chateau blue""]","Invented with its namesake sport in the 19th century and perfected by our designers in the 1980s, we reworked our signature rugby with short sleeves. This durable shirt is made with a twill placket and traditional rubber buttons, just like the ones you wore years ago. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Short-sleeve rugby shirt in stripe
BP643,89.5,"[""X-SMALL"",""SMALL"",""XX-LARGE"",""MEDIUM"",""LARGE"",""X-LARGE""]",false,"[""Navy""]","This season, our design team was inspired to put a new spin on a classic polo. This short-sleeve cardigan is crafted in a cotton cable knit that's inspired by vintage fishermen's sweaters and will stand out whether you're on the water or in town.",Cotton cable-knit short-sleeve cardigan sweater-polo
BN480,248,"[""SMALL"",""LARGE"",""X-LARGE"",""MEDIUM"",""X-SMALL""]",false,"[""Navy""]","We upgraded our cashmere collection with finer, loftier fibers to make the soft stuff, somehow, even softer. And because we like to make a lasting impression, our new cashmere is also more enduring than ever - in both quality and style. We're invested in bringing you the best in cashmere, so you can feel great about investing in it too. We're proud to support responsible cashmere production through our partnership with the Aid by Trade Foundation (AbTF), a nonprofit that promotes sustainable agricultural development across the globe. As the foundation's first U.S. member, we source cashmere that is certified to the AbTF's The Good Cashmere Standard®, which ensures the welfare of the cashmere goats, protects natural resources and improves the working conditions of farmers and farmworkers in Inner Mongolia.",Limited-edition cashmere cable-knit sweater-polo
BM380,189,"[""MEDIUM"",""SMALL"",""X-LARGE"",""LARGE""]",false,"[""Olive khaki""]","Based in the Harajuku district of Tokyo, BEAMS PLUS has been designing distinctive, heritage-inspired styles since it was founded in 1999 by BEAMS, one of Japan's most admired lifestyle retailers. BEAMS PLUS creates original pieces that draw from authentic Americana style, bringing these timeless designs to a new generation. Our exclusive collection combines and plays with prep and uniform aesthetics, which results in familiar-yet-unique pieces. The material and color are reminiscent of vintage military cotton poplin shirts. It's made with two chest pockets, while the original BEAMS PLUS B.D. shirts have only one.",BEAMS PLUS X J.Crew two-pocket B.D. shirt
AU763,80,"[""X-SMALL""]",false,"[""Cape vista check blue m""]","The oxford-cloth button-down shirt is a quintessential wardrobe staple and a hallmark of old-school collegiate style. Our Broken-in oxford is made from soft organic cotton that's been washed to feel like an old favorite right from the jump. It's lightweight and comfortable, with a casual feel that nods to its Ivy League heritage. (Fun fact: Yale, Harvard and Cambridge also had shirt fabrics named after them, but none have stood the test of time as well as Oxford's.) Organic cotton is grown without toxic chemicals or GMOs (genetically modified organisms), which means it's better for the health of the soil, the ecosystem and the people who farm it.",Slim Broken-in organic cotton oxford shirt
BK260,89.5,"[""SMALL"",""X-LARGE"",""LARGE"",""MEDIUM"",""XX-LARGE"",""X-SMALL""]",false,"[""One year denim wash""]","Based on traditional workwear styles, this rugged denim shirt is ready to take on everything you can throw at it (aka expect it to be your new go-to). Dyed with real indigo, this shirt will look better over time and gently fade the more you wear it, just like your favorite jeans.",Midweight denim workshirt
BK273,89.5,"[""MEDIUM"",""SMALL"",""X-SMALL"",""X-LARGE"",""LARGE""]",false,"[""Five year denim wash""]","Based on traditional workwear styles, this rugged denim shirt is ready to take on everything you can throw at it (aka expect it to be your new go-to). Dyed with real indigo, this shirt will look better over time and gently fade the more you wear it, just like your favorite jeans.",Midweight denim workshirt
BE077,79.5,"[""X-LARGE"",""MEDIUM"",""X-SMALL"",""SMALL"",""XX-LARGE"",""LARGE""]",false,"[""Five year wash""]","Softer and lighter than denim (thanks to a different weaving process), chambray looks great no matter how you wear it. Our newest washes also let you jump into the break-in process wherever you like, from day-one dark to old-favorite fades. We make this workwear-inspired staple in organic cotton that's grown without toxic chemicals or GMOs (genetically modified organisms), which means it's better for the health of the soil, the ecosystem and the people who farm it. Fun fact: The term chambray comes from Cambrai, the region in northern France where the fabric was born.",Organic cotton chambray shirt in five-year wash
BE163,69.5,"[""LARGE"",""X-SMALL"",""XX-LARGE"",""X-LARGE"",""SMALL"",""MEDIUM""]",false,"[""One year wash""]","Softer and lighter than denim (thanks to a different weaving process), chambray looks great no matter how you wear it. This shirt is a versatile piece that can be dressed up, dressed down, layered—you get the idea. We weave this chambray shirt in organic cotton that's grown without toxic chemicals or GMOs (genetically modified organisms), which means it's better for the health of the soil, the ecosystem and the people who farm it.",Short-sleeve indigo organic chambray shirt
BL160,128,"[""X-SMALL"",""LARGE"",""SMALL""]",false,"[""Louis plaid grey multi"",""Victor plaid green navy""]","Get the best of both worlds in this refined button-up, crafted with cotton and the addition of soft, lightweight cashmere. Wear it solo or as a layer when you're dressing to impress.",Cotton-cashmere shirt
BB095,180,"[""X-SMALL"",""SMALL""]",false,"[""Solid oxford blue""]","Gitman Vintage's history goes back to 1932, when Brooklyn-based shirtmaker Max Gitman left New York with his sons to open a shirting factory in Ashland, Pennsylvania. Today, the brand is known for vintage-inspired shirts interpreted for the present—and they're all made in the USA by expert artisans, most of whom are third- and fourth-generation shirtmakers.",Gitman Vintage® new shape oxford
BE999,98,"[""X-LARGE"",""X-SMALL"",""LARGE"",""SMALL""]",false,"[""Pink blush""]","We sourced our linen from Ireland's Baird McNutt mill (Irish linen is considered to be the world's finest, and Baird McNutt's the finest in Ireland) and it has an incredible softness, thanks to a weaving process that the mill has been perfecting since 1912. It's what makes this shirt a summer essential for when you need to stay cool and look polished but not too polished—linen wrinkles easily and actually looks best with a few creases.",Baird McNutt garment-dyed Irish linen shirt
BM037,89.5,"[""MEDIUM""]",false,"[""Holiday patchwork red n""]","Flannel means two things: comfort and warmth. And we've struck the perfect balance with our premium midweight cotton, cut like a classic workshirt and brushed on both sides to be supersoft. In tartan patchwork, this festive flannel is the perfect holiday layer.",Slim midweight flannel workshirt in patchwork
BJ444,168,"[""X-SMALL""]",false,"[""Tm autumn tartan""]","This shirt is tailored in soft cotton flannel from Thomas Mason, one of Europe's oldest and most legendary mills (it's been weaving some of the world's finest cloth since 1796 and working with us since 2008). Consider this the elevated version of your usual fall flannel—it looks as good on its own as it does paired with a blazer.",Thomas Mason® for J.Crew melange flannel shirt
BN126,89.5,"[""SMALL"",""XX-LARGE"",""LARGE"",""X-LARGE"",""MEDIUM"",""X-SMALL""]",false,"[""Bleecker gingham grey "",""Bleecker gingham navy "",""Smoky slate""]","Re-introducing the pinnacle of shirt engineering. We've revamped the super-versatile Secret Wash shirt with premium 100 percent cotton 100s two-ply yarns, plus an improved fit. ""100s"" refers to a finer yarn size, and ""two-ply"" means two yarns are twisted together to make a single thread. The result is smoother, stronger fabric. We also use our (proprietary) multistep wash process to achieve a soft, broken-in feel from day one. Long story short: The customer favorite since 2005 is now better than ever. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Secret Wash cotton poplin shirt
BB804,69.5,"[""X-SMALL""]",false,"[""Black stewart tartan""]","Meet the pinnacle of shirt engineering. A customer favorite since 2005, our Secret Wash shirts are now made with organic cotton that's grown without toxic chemicals or GMOs (genetically modified organisms), which means it's better for the health of the soil, the ecosystem and the people who farm it. We added Stretch on Demand for extra flex you'll only notice when you need it, and use our (proprietary) multistep wash process to achieve a soft, broken-in feel from day one.",Stretch Secret Wash organic cotton poplin shirt in plaid
BE982,79.5,"[""X-LARGE"",""MEDIUM"",""SMALL"",""XX-LARGE"",""LARGE"",""X-SMALL""]",false,"[""Seersucker stripe fade"",""Nolan stripe yellow mul"",""Pine stripe seersucker "",""White""]","Lightweight, comfortable and ideal for warm weather, our seersucker shirts are made with 100 percent cotton for breathability. Fun fact: Seersucker gets its name from the Persian phrase shir-o-shakar (""milk and sugar""), which describes its alternating smooth and textured stripes.",Short-sleeve yarn-dyed seersucker shirt
BC473,168,"[""X-LARGE"",""MEDIUM"",""LARGE"",""XX-LARGE"",""SMALL"",""X-SMALL""]",false,"[""Navy""]","When it comes to quality and color, no one does cashmere quite like we do. Our best-selling and crazy-soft sweaters are the result of over 30 years of expertise, obsessing over fit, durability and handfeel. The result? They're soft and warm, while still being lightweight, which means they're the perfect layer to wear on crisp autumn days, under a jacket in colder months...even with a tee on chilly summer nights. We're proud to support responsible cashmere production through our partnership with the Aid by Trade Foundation (AbTF), a nonprofit that promotes sustainable agricultural development across the globe. As the foundation's first U.S. member, we source cashmere that is certified to the AbTF's The Good Cashmere Standard®, which ensures the welfare of the cashmere goats, protects natural resources and improves the working conditions of farmers and farmworkers in Inner Mongolia.",Cashmere half-zip sweater
BJ467,69.5,"[""MEDIUM"",""X-SMALL"",""SMALL""]",false,"[""Square flower pink navy""]","We've updated the classic swim trunk with a modern slim fit, while keeping its old-school drawstring waist and adding a mesh lining to keep you comfortable in the water (and when you're lounging poolside or on the beach). Our lightweight stretch swimsuits are crafted from environmentally friendly fabric made with recycled nylon that has a water-repellent finish made without fluorocarbons or PFCs. It also has UPF 50 protection, so this already hardworking fabric protects you from 98 percent of the sun's harmful UVA and UVB rays.","8"" stretch swim trunk in floral print"
AO500,89.5,"[""MEDIUM"",""SMALL"",""X-SMALL"",""LARGE"",""XX-LARGE"",""X-LARGE""]",false,"[""Ocean blue white"",""Turquoise white seersuc""]","We've updated the classic swim trunk with a modern slim fit, while keeping its old-school drawstring waist and adding a mesh lining to keep you comfortable in the water (and when you're lounging poolside or on the beach). Fun fact: Seersucker takes its name from the Persian phrase, shir-o-shakar (""milk and sugar""), which describes its alternating smooth and textured stripes.","8"" swim trunk in seersucker"
BJ385,24.5,"[""X-LARGE"",""X-SMALL"",""SMALL""]",false,"[""Devora navy green"",""Addy green natural"",""Megan navy multi"",""Buffalo check red""]",Our boxers are made from comfortable cotton in an assortment of clever patterns and rich colors—because we feel your unmentionables should be worth mentioning. Bonus: We updated the waistband of this best-selling boxer so it's brushed for extra comfort and softness.,Brushed twill boxers
M8800,34,"[""X-LARGE"",""LARGE"",""MEDIUM"",""SMALL""]",false,"[""Olive""]","This men's undergarments and basics brand makes each item in NYC or Japan, using high-quality, low-impact materials (like organic or recycled cotton). So you can feel both comfortable and responsible. These boxers are made from ultra-lightweight organic cotton.",Druthers™ organic cotton boxers
AN862,897,"[""10H MEDIUM"",""10 MEDIUM"",""11 MEDIUM"",""9H MEDIUM"",""11H MEDIUM"",""8H MEDIUM"",""12 MEDIUM""]",false,"[""Dark burgundy""]","Founded in Massachusetts by Charles H. Alden in 1884, the Alden Shoe Company is now in its fourth generation and is the oldest shoemaker in New England. This exclusive-to-J.Crew take on the classic penny loafer is made with a cordovan leather upper and finished with a Goodyear welt—which means these shoes can be resoled as they wear down with age, ensuring that they're worth every penny (including the two you put in the slots).",Alden® for J.Crew cordovan penny loafers
BJ489,689,"[""9H MEDIUM"",""9 MEDIUM""]",false,"[""Black""]","Founded in Massachusetts by Charles H. Alden in 1884, the Alden Shoe Company is now in its fourth generation and is the oldest shoemaker in New England. This handsome monk-strap dress shoe is made on Alden's famous Barrie last with a water-lock outsole that naturally repels moisture. It's also crafted with calfskin uppers and full-glove, leather-lined insoles, which are flexible and will mold to your foot over time. These monk straps are constructed with a Goodyear welt, which means you can resole them again and again for a lifetime of wear.",Alden® for J.Crew monk-strap dress shoes
AV166,158,"[""9H MEDIUM"",""11H MEDIUM"",""10 MEDIUM"",""10H MEDIUM"",""7 MEDIUM"",""8 MEDIUM"",""9 MEDIUM"",""8H MEDIUM"",""12 MEDIUM"",""7H MEDIUM"",""13 MEDIUM"",""11 MEDIUM""]",false,"[""Vintage merlot"",""Dress brown"",""Black""]","These classic penny loafers are based on the original 1930s design that was popular with college students (it fit the two cents needed for a phone call). Our version is made with premium leather uppers and a smooth leather lining that will soften with every wear. With a durable rubber outsole, these loafers suitable for wearing every day.",Camden loafers in leather
N6469,280,"[""ONE SIZE""]",false,"[""Dark green"",""Caramel"",""Dark tan"",""Black""]","Bembien is a collection of woven bags handcrafted by artisans from around the world. Ten percent of all Bembien proceeds goes to Nest, a nonprofit dedicated to the social and economic advancement of artisan communities all around the globe. Our chic take on a classic day bag, for when you don't need to carry absolutely everything. In our buttery-soft, yet sturdy, oversized knotted weave with a sweet arched top to add a little something special. Don't be fooled by the size; Carmen is surprisingly roomy. Wear it crossbody, regular or tie the long strap into a knot and watch it transform into something new.",Bembien® Carmen bag
K6518,59.5,"[""ONE SIZE""]",false,"[""Gold""]",New from our demi-fine jewelry collection (a new generation of heirloom pieces). These pretty earrings are made from 14k gold-plated sterling silver and are perfect for wearing on their own or mixing and matching with other pieces (including ones you already have).,Demi-fine 14k gold-plated mini-hoop earrings
BO269,29.5,"[""ONE SIZE""]",false,"[""Pearl""]","This season, we're all about new takes on classic pearls, and this oversized pearl bracelet is most certainly one of them. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth - and when not wearing, store them in a pouch or jewelry case.",Pearl ball bracelet
BO260,49.5,"[""ONE SIZE""]",false,"[""Pearl""]","We're all about new takes on classic pearls, and these hoop earrings are one of them. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth - and when not wearing, store them in a pouch or jewelry case.",Pearl hoops with freshwater pearl drops
BS854,49.5,"[""ONE SIZE""]",false,"[""Crystal""]","Whether you have multiple piercings or just like options, this set of three pairs of mini hoops will add lightweight shine to any outfit. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth - and when not wearing, store them in a pouch or jewelry case.",Set-of-three pavé hoop earrings
BO283,49.5,"[""ONE SIZE""]",false,"[""Multicolor""]","The perfect warm-weather statement earring, featuring hand-wrapped faux-raffia discs. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth—and when not wearing, store them in a pouch or jewelry case.",Faux-raffia-wrapped disc earrings
BQ560,69.5,"[""ONE SIZE""]",false,"[""Natural"",""Black""]","We love these modern raffia-wrapped hoops for the office and beyond. Want to keep your jewelry looking like new? We recommend removing it before showering or exercise, and putting it on after applying hair products or perfume. To clean your pieces, polish them with a soft, dry cloth—and when not wearing, store them in a pouch or jewelry case.",Layered raffia hoops
K5459,31,"[""ONE SIZE""]",false,"[""One color""]","Specifically formulated for curly hair, this strengthening shampoo contains wheat proteins to help nourish curl cuticles and Ocean Silk Technology—SACHAJUAN's proprietary blend of cold water algae extracts—to naturally rebalance hair strands and enhance shine. Founded by longtime hairstylists Sacha Mitic and Juan Rosenlind in Stockholm, Sweden, this salon-based haircare brand is known for its comprehensive, simplicity-driven products made from pure ingredients harvested naturally from the ocean. Shop more SACHAJUAN items.",SACHAJUAN® curl shampoo
K5467,32,"[""ONE SIZE""]",false,"[""One color""]","This finishing cream helps create subtle definition, add moisture and enhance natural shine without the greasiness. Ocean Silk Technology—SACHAJUAN's proprietary blend of cold water algae extracts—help to naturally strengthen, rebalance and protect hair strands. Founded by longtime hairstylists Sacha Mitic and Juan Rosenlind in Stockholm, Sweden, this salon-based haircare brand is known for its comprehensive, simplicity-driven products made from pure ingredients harvested naturally from the ocean. Shop more SACHAJUAN items.",SACHAJUAN® finish cream
K5479,55,"[""ONE SIZE""]",false,"[""One color""]","Formulated with argan and seabuckthorn oils, this weightless, reparative oil blend absorbs quickly, leaves no residue and creates subtle shine. Founded by longtime hairstylists Sacha Mitic and Juan Rosenlind in Stockholm, Sweden, this salon-born haircare brand is known for its comprehensive, simplicity-driven products made from pure ingredients harvested naturally from the ocean. Shop more SACHAJUAN items.",SACHAJUAN® intensive hair oil
K5474,34,"[""ONE SIZE""]",false,"[""One color""]","A dollop of this wax creates a roughed-up, matte effect. Use in wet or dry hair; easy to restyle and reshape throughout the day. Founded by longtime hairstylists Sacha Mitic and Juan Rosenlind in Stockholm, Sweden, this salon-based haircare brand is known for its comprehensive, simplicity-driven products made from pure ingredients harvested naturally from the ocean. Shop more SACHAJUAN items.",SACHAJUAN® matt wax
K5443,34,"[""ONE SIZE""]",false,"[""One color""]","This repairing conditioner—specifically formulated for dry, lighter-colored or color-treated hair—deeply moisturizes, smooths frizz and enhances your hair's natural shine. The blend of argan oil and Ocean Silk Technology—SACHAJUAN's proprietary blend of cold water algae extracts found to naturally strengthen, rebalance and protect hair strands—helps make hair feel healthy and more manageable. Founded by longtime hairstylists Sacha Mitic and Juan Rosenlind in Stockholm, Sweden, this salon-based haircare brand is known for its comprehensive, simplicity-driven products made from pure ingredients harvested naturally from the ocean. Shop more SACHAJUAN items.",SACHAJUAN® moisturizing conditioner
K5449,31,"[""ONE SIZE""]",false,"[""One color""]","This volumizing shampoo is formulated with natural vegetable proteins to add structure and strength to your hair from the inside out. Ocean Silk Technology—SACHAJUAN's proprietary blend of cold water algae extracts—naturally strengthens, rebalances and protects hair strands. Founded by longtime hairstylists Sacha Mitic and Juan Rosenlind in Stockholm, Sweden, this salon-based brand is known for its comprehensive, simplicity-driven haircare products made from pure ingredients harvested naturally from the ocean. Shop more SACHAJUAN items.",SACHAJUAN® ocean mist volume shampoo
K5454,34,"[""ONE SIZE""]",false,"[""One color""]","Specifically formulated with pigment extracts that counteract brassy tones, this volume and shine-enhancing conditioner also contains UV protectants and Ocean Silk Technology—SACHAJUAN's proprietary blend of cold water algae extracts found to naturally strengthen, rebalance and protect hair strands. Founded by longtime hairstylists Sacha Mitic and Juan Rosenlind in Stockholm, Sweden, this salon-based haircare brand is known for its comprehensive, simplicity-driven products made from pure ingredients harvested naturally from the ocean. Shop more SACHAJUAN items.",SACHAJUAN® silver conditioner
M4921,38,"[""ONE SIZE""]",false,"[""One color""]","Founder, Saya McDermott, incorporates native Australian botanicals into her skincare line, using purely plant-based ingredients that nourish and heal the skin. This skin-nourishing and silky-smooth oil is naturally rich in Vitamin E. It's formulated with organic Kakadu plum, which is rich in Omega 6 and 9, and vitamin C to hydrate and balance.",Saya® argan oil
M4931,48,"[""ONE SIZE""]",false,"[""One color""]","Founder, Saya McDermott, incorporates native Australian botanicals into her skincare line, using purely plant-based ingredients that nourish and heal the skin. Exfoliate and moisturize the skin all in one with this natural, delicious-smelling body polish. It's made with raw sugar, coconut shell and sea salt to buff away dead skin while shea butter and coconut oil intensively moisturize and nourish the skin.",Saya® coconut body polish
M4926,44,"[""ONE SIZE""]",false,"[""One color""]","Founder, Saya McDermott, incorporates native Australian botanicals into her skincare line, using purely plant-based ingredients that nourish and heal the skin. Infused with botanicals of aloe vera, Kakadu plum and desert lime that cleanse without drying or irritating the skin, this gentle body wash is naturally perfumed with revitalizing and uplifting essential oils and free of harsh detergents.",Saya® lime and lemongrass body wash
M4916,42,"[""ONE SIZE""]",false,"[""One color""]","Founder, Saya McDermott, incorporates native Australian botanicals into her skincare line, using purely plant-based ingredients that nourish and heal the skin. Refresh, tone and hydrate the skin instantly with this toning mist. Rose water and hyaluronic acid provide long-lasting hydration, while Kakadu plum, aloe vera and cucumber aid in calming and cooling the skin.",Saya® rose water toning mist
AY055,18,"[""ONE SIZE""]",false,"[""Black khaki navy""]","In response to the CDC recommendation that people wear cloth face coverings in public, we made nonmedical, reusable masks (in sets of three) from our signature fabrics. Each mask is double-layered and has elastic ear loops, as well as an opening for a removable filter (not included). Please limit your purchase to two packs (six masks total), so we can help as many customers and their loved ones as possible. Together, J.Crew and Madewell have also made a donation to supply 75,000 single-use masks to Montefiore Health System hospitals in New York. If you're looking for another way to help the communities most impacted by the crisis, we're proud to support the DonorsChoose Keep Kids Learning program, which provides books, basic supplies and more learning materials to teachers serving high-need communities and their students at home. Learn more at donorschoose.org/coronavirus.",Pack-of-three nonmedical face masks in checks and stripes
H8908,79.5,"[""ONE SIZE""]",false,"[""Beige tort"",""Caramel tort"",""Cream tort pink"",""Caramel azure"",""Burnt caramel"",""Black""]","Introducing our latest collection of sunnies: colorful frames, stylish shapes and (the kicker) they won't cost more than a fancy dinner out. These are oversized with a subtle cat eye for a bit of extra drama. Fun fact: The shades of the UV-protective lenses were chosen to specifically complement each individual frame.",Cabana oversized sunglasses
N4198,95,"[""MEDIUM"",""LARGE"",""X-SMALL""]",false,"[""Navy""]","Alala is building the go-to wardrobe for vibrant women with sophisticated style who are moved by life. With an elastic waistband, mesh details and a built-in ball pocket, you'll only be serving up your A game in the Court Short.",Alala® court short
N0949,95,"[""MEDIUM""]",false,"[""Light pink""]","Innovative yet timeless, simple and purposeful, Onia pieces all combine great fit with form to deliver functional wardrobing options for men and women. The swimwear and apparel are streamlined and thoughtfully detailed, wearable and crisp—thanks in part to the fit and fabrics, which are chosen for their endurance and high quality. Made from stretchy cotton for a sculpting fit that moves with you, the Waffle-Knit Biker short is perfect for lounging at home or running errands. It has well-placed seams to help contour the shape and a high-rise waist that makes it a great complement to the matching bralette.",Onia waffle-knit biker
BF371,69.5,"[""2X"",""XX-LARGE""]",false,"[""White""]","The J.Crew Active collection has arrived, featuring CloudStretch. Our softest new active fabric holds you in like a good hug, and is crafted from recycled bottles, yarns and fabric scraps. Plus, CloudStretch has special moisture-wicking properties, so you'll always keep your cool. We designed this sports skirt with a comfy high rise, a hidden pocket in the waistband and built-in shorts with more pockets (for stashing tennis balls, an extra scrunchie, etc.). We love it for working out, hanging out and everything in between.",CloudStretch high-rise sports skirt
BP304,79.5,"[""7H MEDIUM"",""12 MEDIUM"",""11 MEDIUM"",""5 MEDIUM"",""9H MEDIUM"",""7 MEDIUM"",""8 MEDIUM"",""10 MEDIUM"",""9 MEDIUM"",""8H MEDIUM"",""5H MEDIUM"",""6 MEDIUM"",""6H MEDIUM"",""10H MEDIUM""]",false,"[""Ivory"",""Navy""]","The classic, coastal harbor style is back! Inspired by retro canvas kicks (much like the ones you'd spot in our catalogs), this new-and-improved pair features a warm-weather canvas upper, a vulcanized rubber sole and a toe-bumper detail for extra durability. Plus, with a two-tone design and interchangeable laces, we think they look more nautical than ever.",Harbor sneakers
N4183,165,"[""MEDIUM"",""LARGE"",""X-SMALL"",""SMALL"",""X-LARGE"",""2X"",""1X"",""3X""]",false,"[""White"",""Blue multi"",""Navy"",""Black""]","Alala is building the go-to wardrobe for vibrant women with sophisticated style who are moved by life. Made with recycled poly, the Ace Jacket features a full-length zipper, pindot mesh ventilation panels and SPF 50+ coverage, keeping you cool and protected on and off the court.",Alala® ace jacket
BP010,118,"[""X-SMALL"",""XX-SMALL"",""LARGE"",""SMALL"",""MEDIUM"",""X-LARGE""]",false,"[""Perfect stripe black"",""Blue stripe mix one""]","Meet CloudStretch. Our softest active fabric holds you in like a good hug, and is crafted from recycled bottles, yarns and fabric scraps. Plus, CloudStretch has special moisture-wicking properties, so you'll always keep your cool. We crafted it into this sleek pullover, featuring a half-zip, a mockneck and a classic stripe print. Plus, this style is also made from polyester recycled from plastic that could otherwise go to landfills.",CloudStretch half-zip pullover in stripe
AR772,69.5,"[""XX-SMALL""]",false,"[""Navy""]","We heard you! Our best-selling legging is back with an even better, slightly updated fit, like a high-but-not-too-high rise and a leg that hits right above the ankle. Plus, it's made in our Signature flex fabric with Lycra® Power, meaning superior stretch and retention for comfort and durability. The finishing touches: a double waistband that holds you in and lifts you up, and secret pocket in the back (for your keys, cash or gum).",High-rise 7/8 leggings in Signature flex
N7168,89,"[""LARGE"",""X-LARGE""]",false,"[""Red"",""Blue""]","Matek is an LA brand that has been breathing much-needed life into the outdoor-apparel category since 2019. All of Matek's products come from responsibly sourced and recycled materials and combine form, function and style, so you feel as good as you look, no matter the elements. The Jerboa legging is a great all-year-round style for layering under your gear as a base layer on the slopes or on its own for a hike or Pilates workout. The high waist naturally flatters the figure (read: hot bod) and makes layering tremendously easy. It's finished with superthin power-mesh paneling between the knee and ankle that'll keep your socks in place and ensure there's less bulk cramming up your boots.",MATEK® JERBOA women's leggings
K5961,228,"[""0"",""2"",""4"",""6"",""8"",""10"",""12"",""14"",""16"",""18"",""20"",""22"",""24"",""00""]",false,"[""Hthr graphite"",""Navy"",""Black""]","Feminine and fitted (but not shrunken), our newest blazer is sharp and sleek with clean lines, a popped collar and a slightly longer length. Pair with any of our four-season stretch pants for a new take on the suit. Or, it doubles as a jacket on those chilly-but-not-quite-cold mornings, and instantly pulls together any outfit.",Regent blazer in four-season stretch
H1879,128,"[""23"",""24"",""25"",""26"",""27"",""28"",""29"",""30"",""35"",""36"",""37""]",false,"[""Classic rinse""]","Our toothpick jean + a higher rise = a nipped waist, great stretch and legs for miles—even without heels. Plus, they're super-flattering thanks to Perfecting Pockets™ that hold you in, lift you up and are really comfortable too. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.","9"" mid-rise toothpick jean in Classic Rinse wash"
L4729,128,"[""32"",""33"",""34"",""35"",""36"",""37""]",false,"[""White""]","This timeless fit includes a high waist and a straight, cropped leg—not to mention, premium white denim from Cone (one of the oldest mills in the world). Bonus: They're super-flattering, thanks to our new Perfecting Pockets™ that hold you in, lift you up and are really comfortable too. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.","10"" vintage slim-straight jean in white"
BF694,138,"[""PETITE 23""]",false,"[""Poole wash""]","Meet the mid-rise version of our best-selling '90s-inspired jeans, with a relaxed, straight leg that says ""I've had this pair forever, and they're still my favorite."" We're all about options, so we slightly lowered the rise. This pair is crafted at Saitex, a LEED®-certified factory that uses renewable energy and recycled H2O. Plus, Saitex is also Fair Trade Certified™, meaning it provides additional income and better conditions for the people who work there. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Petite mid-rise '90s classic straight jean in Poole wash
